@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Neutral,Calm,Happy,Angry,Disgust,Sad,Fearful,Surprise}

@DATA
0.044029,0.015122,2.811639,0.267763,0.279548,0.318569,0.010710,0.044479,-34.306791,1.849142,0.359939,0.173745,0.012308,0.119175,0.126287,0.086544,0.041638,0.084414,-0.003184,0.025059,0.045370,0.006082,0.002180,0.059769,0.005739,0.005416,0.002368,0.112979,0.003986,0.004253,0.012850,0.011268,0.003740,0.040358,0.032399,0.014875,0.250023,0.051884,0.024341,0.340849,0.008664,0.090479,2.220291,0.608860,0.440865,0.385609,0.349647,0.170317,0.155571,0.172886,0.178377,0.197936,0.148763,0.171015,0.176676,0.010388,0.005042,0.049201,0.006474,0.007880,0.003039,0.037880,0.008853,0.004429,0.013271,0.011644,0.006378,0.011580,Happy
0.072190,0.008143,3.114894,0.219451,0.226708,0.611783,0.026053,0.094924,-34.015229,1.059054,-0.094459,0.046982,-0.193588,0.027305,-0.047066,-0.230459,-0.185756,-0.124255,-0.185984,-0.088773,-0.273783,0.018616,0.004969,0.021221,0.006737,0.008313,0.007089,0.074763,0.003985,0.007658,0.009221,0.007053,0.006950,0.029105,0.041942,0.008779,0.220809,0.066976,0.046083,0.403490,0.039797,0.087645,3.161619,0.599988,0.541707,0.499507,0.388399,0.306574,0.284135,0.273083,0.255176,0.255691,0.279447,0.272194,0.254303,0.028351,0.007694,0.023330,0.009413,0.012664,0.009623,0.036091,0.007381,0.011839,0.011361,0.005620,0.010540,0.010451,Happy
0.074812,0.006347,2.653103,0.312065,0.261318,0.997703,0.006204,0.209521,-36.088800,1.421213,0.135045,0.121591,-0.055572,0.155049,0.158837,0.008790,-0.039243,-0.010616,0.042868,0.005376,0.054727,0.007048,0.003180,0.047578,0.009185,0.006298,0.007288,0.133109,0.003476,0.003275,0.007385,0.008270,0.001378,0.043348,0.054243,0.008547,0.274352,0.059073,0.032777,0.610199,0.004694,0.157541,2.499295,0.447185,0.561882,0.356782,0.362337,0.208680,0.242698,0.257012,0.209700,0.212419,0.193478,0.208028,0.152850,0.008884,0.004381,0.035672,0.016695,0.006465,0.009376,0.066390,0.006438,0.002639,0.007401,0.008794,0.001453,0.017423,Happy
0.086459,0.007157,2.821297,0.283011,0.236226,1.137437,0.005664,0.095780,-35.232145,0.976951,-0.052284,-0.348283,-0.257063,-0.143702,-0.208966,-0.030788,0.001653,0.132753,0.054734,-0.023244,-0.014735,0.008824,0.004547,0.030821,0.005220,0.009686,0.013166,0.036490,0.002203,0.004640,0.009393,0.016838,0.010400,0.020725,0.051233,0.009254,0.426170,0.072426,0.039459,0.523718,0.004824,0.102885,3.590228,0.769923,0.656728,0.624777,0.339834,0.425218,0.289609,0.302668,0.389765,0.308387,0.281064,0.263603,0.200608,0.009600,0.007302,0.036754,0.004820,0.016507,0.024548,0.044468,0.003239,0.006732,0.012416,0.016129,0.012359,0.017718,Happy
0.059718,0.004044,2.635351,0.263697,0.258453,0.710783,0.005758,0.055099,-35.667655,1.488924,0.307370,0.076594,-0.113182,0.178875,0.153856,0.083643,0.026194,0.074017,0.050249,0.099109,-0.036638,0.006778,0.003665,0.071348,0.010867,0.013106,0.008828,0.136757,0.003121,0.004224,0.006266,0.013827,0.003674,0.047523,0.034334,0.005376,0.419481,0.057570,0.032691,0.396455,0.004494,0.068609,2.932112,0.631533,0.553904,0.330922,0.439412,0.217599,0.265578,0.245168,0.198238,0.160436,0.158038,0.158793,0.181295,0.005911,0.006641,0.057004,0.015175,0.011254,0.011489,0.076474,0.005985,0.004465,0.004734,0.011229,0.003598,0.019326,Happy
0.063121,0.007359,2.504406,0.210035,0.182230,0.954768,0.006216,0.151932,-36.604118,1.218234,0.020573,0.013155,-0.147764,0.175094,-0.078187,0.003334,-0.045579,-0.145311,0.001054,-0.079907,-0.088675,0.009577,0.002917,0.012190,0.010326,0.011601,0.006781,0.044284,0.002082,0.002424,0.013866,0.019204,0.006885,0.020475,0.047500,0.011008,0.419246,0.111542,0.055893,0.670423,0.006294,0.136310,3.228314,0.678363,0.552844,0.469940,0.394825,0.327972,0.198957,0.190048,0.242562,0.232292,0.198165,0.165911,0.218173,0.011493,0.005196,0.011644,0.010938,0.012862,0.008518,0.028754,0.002614,0.002196,0.015842,0.027376,0.009531,0.011846,Happy
0.053149,0.007230,2.762161,0.234844,0.263968,0.355035,0.009403,0.037631,-34.687516,1.991613,0.289099,0.413333,-0.155102,0.160987,0.256765,-0.031251,0.062667,-0.015436,0.065334,-0.001711,-0.029542,0.014211,0.002043,0.045916,0.004559,0.010777,0.004882,0.133984,0.001730,0.003153,0.014380,0.024310,0.005211,0.046050,0.031348,0.008929,0.290098,0.054036,0.030510,0.295457,0.008325,0.039744,2.548058,0.503743,0.541842,0.382810,0.272535,0.257148,0.275022,0.259149,0.263340,0.212514,0.156199,0.191695,0.185314,0.013874,0.003353,0.032957,0.004581,0.013000,0.005382,0.059380,0.002776,0.004124,0.017765,0.023402,0.007571,0.015694,Happy
0.033477,0.004493,2.537325,0.308245,0.240080,0.626354,0.010951,0.048677,-38.378214,1.112219,-0.047347,0.126292,-0.169063,0.074763,0.047118,-0.158059,-0.100354,-0.158258,-0.088205,-0.014490,-0.130488,0.010292,0.002567,0.022635,0.012781,0.010116,0.005685,0.029860,0.004242,0.008659,0.011168,0.012447,0.002291,0.017142,0.032521,0.006080,0.454833,0.092662,0.053650,0.652990,0.015100,0.073624,3.404905,0.709734,0.490414,0.405229,0.260733,0.257414,0.252905,0.189170,0.209041,0.184334,0.272446,0.248003,0.246743,0.017593,0.003591,0.026843,0.021634,0.016355,0.005781,0.031344,0.006891,0.011772,0.011060,0.014903,0.001944,0.011526,Happy
0.039445,0.020924,3.018225,0.219938,0.235370,0.378318,0.016459,0.061844,-31.081492,1.979669,0.166621,0.250615,-0.174708,0.189620,0.163152,-0.012705,0.148055,0.079948,-0.025350,0.051306,-0.035479,0.004699,0.003287,0.024820,0.006363,0.012409,0.009600,0.108502,0.001330,0.009701,0.015478,0.012451,0.004670,0.038838,0.034535,0.019342,0.252666,0.072172,0.045422,0.344012,0.020062,0.080885,3.567559,0.702577,0.621842,0.453554,0.430177,0.299462,0.281033,0.253625,0.226194,0.183895,0.137183,0.179018,0.149096,0.005142,0.006247,0.035370,0.009495,0.016168,0.015830,0.055268,0.002327,0.012238,0.012326,0.012405,0.009154,0.015283,Happy
0.048155,0.005237,2.372986,0.203040,0.185187,0.828834,0.007518,0.048302,-37.968832,1.118489,-0.137733,-0.178236,-0.269336,-0.016028,-0.007059,-0.126176,-0.126423,-0.126478,-0.000375,-0.044329,-0.035150,0.006793,0.005612,0.021358,0.010100,0.012563,0.007812,0.048730,0.003724,0.009258,0.008079,0.010876,0.004167,0.021767,0.029923,0.006528,0.357451,0.078649,0.050359,0.475693,0.009278,0.054528,3.230165,0.652569,0.574244,0.341061,0.337076,0.305683,0.287335,0.267911,0.239883,0.284681,0.310638,0.256553,0.214017,0.006741,0.009962,0.022345,0.015560,0.017375,0.013495,0.027300,0.005124,0.014170,0.010298,0.010799,0.005614,0.008939,Happy
0.056900,0.011278,2.698641,0.253109,0.233118,0.979118,0.006249,0.074344,-34.213817,1.786161,0.222019,0.076194,-0.164220,0.152965,0.132005,-0.048845,0.094560,-0.068719,-0.007777,-0.023843,-0.049171,0.012161,0.007598,0.057331,0.005628,0.014327,0.011828,0.035490,0.003906,0.007966,0.008064,0.019631,0.007658,0.023143,0.038091,0.013924,0.405867,0.066841,0.029750,0.465540,0.004449,0.083425,2.761820,0.718154,0.657885,0.331944,0.490556,0.350011,0.271431,0.280213,0.252155,0.291875,0.204914,0.172649,0.168729,0.009364,0.011720,0.050550,0.004062,0.012926,0.014839,0.026041,0.008670,0.007809,0.008282,0.015637,0.014352,0.013686,Happy
0.066731,0.008847,2.720448,0.267902,0.244027,1.107167,0.007942,0.185969,-33.287299,1.448569,0.028153,0.109313,-0.266078,0.124887,-0.002257,-0.152921,-0.080779,-0.197091,-0.103450,-0.136665,-0.177602,0.025670,0.003296,0.037210,0.010136,0.009668,0.008496,0.017015,0.003201,0.007277,0.014904,0.020925,0.007191,0.019885,0.045298,0.010220,0.504524,0.082525,0.030139,0.662568,0.007598,0.143954,3.485043,0.740478,0.681214,0.517915,0.456726,0.407767,0.260532,0.239801,0.226809,0.279618,0.231370,0.240136,0.284970,0.032853,0.004052,0.032270,0.011277,0.012633,0.013108,0.013894,0.005088,0.010110,0.016460,0.020883,0.011543,0.011761,Happy
0.035850,0.013083,2.156052,0.279730,0.222392,0.842721,0.007030,0.086965,-37.745424,1.032644,-0.019411,0.024687,-0.206040,0.034527,0.075323,0.007438,-0.070221,-0.067746,-0.236343,-0.119135,-0.011498,0.013453,0.003508,0.025252,0.010691,0.008972,0.008815,0.027583,0.001903,0.004161,0.012026,0.011762,0.004673,0.017509,0.033452,0.016505,0.630255,0.137238,0.084381,0.785718,0.005387,0.103520,4.024672,0.553330,0.630919,0.325824,0.333306,0.225457,0.281603,0.234416,0.251680,0.256395,0.256985,0.245032,0.270257,0.019897,0.004314,0.027624,0.012705,0.009144,0.014809,0.035518,0.002337,0.005822,0.016441,0.012014,0.007838,0.013639,Happy
0.067184,0.008701,2.796275,0.235446,0.197569,1.225182,0.006967,0.255986,-35.757712,1.185128,-0.201925,-0.114353,-0.152394,-0.117592,-0.163773,-0.126489,-0.198409,-0.102961,-0.154482,-0.081953,-0.155477,0.021217,0.006786,0.015090,0.012414,0.010023,0.009897,0.038645,0.002413,0.005818,0.006229,0.009177,0.005458,0.019666,0.048598,0.013256,0.528354,0.108636,0.058730,0.702991,0.012357,0.156923,3.530262,0.737315,0.637777,0.424438,0.343762,0.275276,0.255847,0.196862,0.208636,0.209845,0.242133,0.226710,0.225089,0.025415,0.011314,0.014737,0.013645,0.011076,0.014040,0.034484,0.003818,0.007288,0.007713,0.008144,0.006955,0.012372,Happy
0.038074,0.010682,2.530831,0.294867,0.247138,1.009410,0.007451,0.084519,-35.824506,1.537402,0.179782,0.033447,-0.216519,0.111279,0.205754,0.097900,0.043958,0.040575,-0.034077,0.085827,0.024899,0.005012,0.002826,0.038092,0.009555,0.012492,0.010829,0.062093,0.002533,0.007154,0.010615,0.012653,0.004710,0.024046,0.033934,0.012700,0.448999,0.057716,0.027423,0.451612,0.006824,0.099016,3.199823,0.652249,0.553953,0.299307,0.372769,0.272667,0.257245,0.248737,0.244287,0.188191,0.175255,0.189988,0.186182,0.004967,0.003458,0.038914,0.012891,0.014263,0.013413,0.056233,0.003967,0.011017,0.010047,0.012243,0.006668,0.016824,Happy
0.070081,0.005351,2.794096,0.258907,0.218497,1.092124,0.010966,0.133144,-35.863732,1.136941,-0.017938,-0.118067,-0.233377,0.028720,-0.034437,-0.076067,0.012956,-0.081600,-0.046420,-0.149850,-0.161702,0.021210,0.003190,0.017618,0.016059,0.010363,0.005069,0.028034,0.003932,0.007367,0.007971,0.017261,0.010755,0.018790,0.051738,0.008866,0.386138,0.094079,0.055503,0.565141,0.015769,0.124138,3.092132,0.637350,0.498649,0.545675,0.300653,0.219066,0.274439,0.257676,0.258596,0.254821,0.290826,0.252961,0.207639,0.021754,0.003602,0.016544,0.021054,0.009829,0.005829,0.030748,0.005309,0.010080,0.006832,0.017170,0.016563,0.013455,Happy
0.086055,0.012222,2.988779,0.213602,0.218990,0.858930,0.007496,0.143667,-31.853701,1.427519,-0.259533,0.168071,-0.309837,0.086447,0.141760,-0.107493,-0.094812,-0.063883,-0.198502,-0.122531,-0.140382,0.011937,0.006419,0.024176,0.015153,0.014231,0.016594,0.031281,0.006028,0.006763,0.008723,0.016032,0.008401,0.019527,0.047376,0.013941,0.255267,0.075661,0.036755,0.613576,0.005442,0.116212,3.492059,0.811190,0.852139,0.441205,0.353116,0.318704,0.292520,0.258270,0.276321,0.258619,0.244287,0.263790,0.251014,0.014595,0.008194,0.022072,0.016751,0.018560,0.024259,0.036131,0.010660,0.012926,0.009742,0.021716,0.010412,0.014106,Happy
0.061984,0.007486,2.744524,0.266405,0.221717,1.032795,0.007736,0.132656,-36.375159,0.898134,-0.084480,-0.116907,-0.358472,-0.113583,-0.139395,-0.199087,0.076339,-0.105130,0.059303,-0.050082,-0.055538,0.009092,0.006080,0.014385,0.007086,0.012055,0.010147,0.024797,0.002664,0.007095,0.009016,0.011854,0.008630,0.014048,0.040231,0.010649,0.442691,0.106101,0.060802,0.546747,0.011501,0.099008,3.265790,0.496745,0.537616,0.353389,0.273207,0.432079,0.258157,0.248566,0.331234,0.277465,0.250976,0.235611,0.191122,0.007603,0.008345,0.017944,0.006710,0.018793,0.017711,0.026337,0.003548,0.009588,0.007771,0.010904,0.010549,0.012183,Happy
0.061302,0.004790,2.493290,0.306256,0.253849,1.031411,0.006240,0.152698,-36.188339,1.322931,0.318703,0.166345,-0.016917,0.178671,0.189965,0.106407,0.092132,0.110213,0.004349,0.102358,0.023906,0.006201,0.001575,0.053006,0.006954,0.009661,0.005905,0.099025,0.002425,0.005438,0.010880,0.019102,0.004853,0.035996,0.047719,0.005805,0.419348,0.073840,0.040571,0.693495,0.003726,0.168020,3.155072,0.667360,0.501390,0.389151,0.400581,0.265752,0.275133,0.224436,0.178470,0.156753,0.167300,0.168243,0.150105,0.010501,0.001980,0.037976,0.012831,0.012840,0.007180,0.071560,0.005210,0.005574,0.011745,0.019944,0.009200,0.020211,Happy
0.086203,0.010433,3.046810,0.219062,0.197758,1.192536,0.024276,0.199184,-32.384666,0.288328,-0.070388,-0.212031,-0.393642,0.230513,-0.300304,-0.227177,-0.074191,-0.225173,-0.109685,-0.076220,-0.169704,0.005295,0.004548,0.011860,0.012064,0.007610,0.011179,0.022119,0.004282,0.003644,0.010746,0.012913,0.006954,0.016613,0.051127,0.012142,0.301717,0.082003,0.050381,0.477554,0.057231,0.103609,3.568337,0.907024,0.617286,0.547660,0.362377,0.304518,0.330655,0.292965,0.289973,0.353982,0.391119,0.268738,0.239832,0.005097,0.005696,0.016898,0.017295,0.010866,0.020939,0.024878,0.007695,0.004818,0.015198,0.023335,0.012556,0.012296,Happy
0.064434,0.012915,2.969861,0.233686,0.242929,0.810481,0.005255,0.167898,-31.902726,1.671054,-0.030248,0.005439,-0.235025,0.498193,0.054363,0.139084,-0.063548,-0.020613,-0.009811,0.073025,0.106720,0.007252,0.006526,0.031080,0.008889,0.014618,0.012067,0.044926,0.003543,0.008372,0.017036,0.022645,0.005088,0.020002,0.036515,0.014854,0.288645,0.055529,0.029545,0.384614,0.003369,0.092520,2.512208,0.590527,0.596139,0.408832,0.402021,0.295366,0.192492,0.247646,0.211831,0.198901,0.194715,0.157720,0.208584,0.005164,0.010839,0.023316,0.009122,0.013009,0.014498,0.030975,0.005572,0.008114,0.013700,0.021706,0.005701,0.009185,Happy
0.054046,0.004703,2.712112,0.251874,0.254323,0.436383,0.010580,0.071536,-34.445239,1.632138,0.398677,0.171189,-0.092769,0.109510,-0.012877,-0.018756,0.031084,0.021497,0.064281,0.018783,-0.058917,0.013658,0.001276,0.052321,0.012151,0.007029,0.002579,0.104264,0.002069,0.005513,0.009153,0.015525,0.005047,0.042118,0.041505,0.005501,0.504163,0.064745,0.040650,0.417219,0.011343,0.102175,2.600617,0.678255,0.518644,0.341985,0.276584,0.323547,0.235466,0.202016,0.247256,0.255205,0.219972,0.180573,0.236643,0.019634,0.002057,0.060771,0.014628,0.010413,0.003752,0.056737,0.005614,0.009323,0.011001,0.019192,0.008695,0.016710,Happy
0.064657,0.008012,2.796299,0.250197,0.243028,0.766713,0.006973,0.171375,-33.173871,1.780735,0.423787,0.235621,-0.206329,0.313836,0.113259,0.063876,0.193714,-0.049351,0.006292,0.010734,0.049325,0.010455,0.005475,0.073961,0.011235,0.015351,0.006059,0.085482,0.001125,0.006224,0.009252,0.023594,0.003815,0.036886,0.037237,0.009320,0.293955,0.054103,0.031526,0.456161,0.005201,0.118483,2.505422,0.501632,0.562162,0.359996,0.423503,0.227462,0.289218,0.189763,0.204110,0.244977,0.177790,0.160781,0.174573,0.015155,0.009466,0.051395,0.011773,0.012371,0.009562,0.057136,0.001430,0.007307,0.006206,0.023939,0.006149,0.015427,Happy
0.100094,0.013667,2.878929,0.248770,0.247894,0.743197,0.008706,0.094301,-34.485340,1.637077,-0.038690,-0.030514,-0.474175,0.151549,-0.016265,-0.209165,-0.077323,-0.157864,0.029626,0.150965,0.055689,0.009555,0.003547,0.070668,0.013319,0.013857,0.012429,0.068145,0.003381,0.013039,0.007576,0.013302,0.004233,0.034165,0.038855,0.013328,0.373291,0.061442,0.039123,0.435991,0.008310,0.118792,2.946985,0.593953,0.731054,0.345174,0.427903,0.393534,0.296114,0.254153,0.239339,0.271942,0.294539,0.227840,0.190937,0.009593,0.005014,0.056348,0.017248,0.014782,0.015369,0.057353,0.005149,0.018943,0.010597,0.012312,0.007008,0.018548,Happy
0.055690,0.015588,2.610487,0.284267,0.271804,0.475176,0.008974,0.083469,-34.254151,1.948661,0.372237,0.226370,0.048102,0.190714,0.167727,0.104417,0.067108,0.076573,-0.055515,0.107403,0.068186,0.003268,0.001143,0.066156,0.008076,0.013432,0.005049,0.130083,0.000816,0.002696,0.006756,0.018173,0.003163,0.047149,0.048457,0.013752,0.405617,0.067469,0.038133,0.464701,0.006733,0.144970,2.550102,0.669295,0.440893,0.337161,0.303145,0.249990,0.197301,0.180099,0.151922,0.128765,0.165720,0.198498,0.163218,0.003572,0.001931,0.058659,0.013273,0.018806,0.007577,0.051504,0.001374,0.003940,0.008671,0.018370,0.005185,0.015284,Happy
0.052124,0.015116,3.070885,0.225278,0.233819,0.524292,0.007633,0.081503,-32.683464,1.294819,-0.035710,0.205334,-0.112795,0.062633,0.042388,-0.175327,-0.182669,-0.026360,-0.162500,-0.036019,-0.131535,0.010080,0.003313,0.015933,0.008537,0.010200,0.007246,0.085987,0.002424,0.005844,0.010554,0.018035,0.004267,0.029926,0.031562,0.016192,0.230071,0.051147,0.029965,0.355870,0.006236,0.076122,2.703058,0.608745,0.556127,0.583219,0.401078,0.284995,0.315507,0.295229,0.262529,0.242446,0.268012,0.258103,0.268718,0.015061,0.005902,0.022498,0.012418,0.012643,0.009054,0.035529,0.003639,0.008390,0.015345,0.023509,0.007707,0.010888,Happy
0.061041,0.005816,2.545368,0.302129,0.261596,0.837156,0.006344,0.163187,-35.756303,1.506401,0.171719,0.157927,-0.099130,0.202200,0.192648,0.003683,-0.032066,-0.017109,0.056425,0.015327,0.018206,0.006772,0.002649,0.048282,0.011364,0.008036,0.005679,0.131996,0.002627,0.006930,0.005719,0.008491,0.003861,0.044505,0.049938,0.007328,0.452774,0.067698,0.042835,0.542770,0.005363,0.151444,2.914224,0.573856,0.653247,0.318908,0.369352,0.222000,0.223939,0.215290,0.235149,0.195605,0.226806,0.189983,0.155120,0.008260,0.004979,0.042848,0.021825,0.008294,0.008587,0.067655,0.004662,0.008182,0.005089,0.007144,0.006157,0.018941,Happy
0.068504,0.012518,2.446207,0.234750,0.198168,1.070847,0.006721,0.126136,-36.543036,0.833582,-0.151506,-0.247561,-0.242383,-0.193432,-0.292962,-0.086859,0.070918,0.067480,0.026959,-0.003758,0.034788,0.008284,0.005907,0.012832,0.005947,0.007537,0.005314,0.045317,0.002562,0.011030,0.006896,0.008301,0.011014,0.020134,0.055581,0.013449,0.530430,0.095588,0.054456,0.663377,0.008897,0.145310,3.623061,0.671980,0.653103,0.468114,0.264142,0.347896,0.294616,0.262321,0.377320,0.262649,0.300863,0.286165,0.180629,0.009615,0.010209,0.012796,0.008561,0.009258,0.007852,0.034226,0.004014,0.018604,0.007553,0.009502,0.019913,0.013030,Happy
0.042356,0.004708,2.707175,0.195587,0.226318,0.417199,0.031130,0.057406,-34.003099,1.889473,0.242367,0.262174,-0.002853,0.166335,0.106858,0.112038,0.006645,0.115892,0.001939,0.055076,0.017487,0.005143,0.002830,0.064817,0.005768,0.011502,0.009091,0.138851,0.001154,0.003221,0.008831,0.011456,0.005326,0.047288,0.031982,0.007074,0.398124,0.049851,0.043159,0.327610,0.024873,0.084361,2.932407,0.468844,0.460576,0.249706,0.322434,0.182025,0.223896,0.220200,0.223018,0.166492,0.155217,0.141322,0.125263,0.004607,0.004550,0.055266,0.007427,0.014212,0.008265,0.073494,0.001983,0.004038,0.007390,0.012925,0.008688,0.019685,Happy
0.068106,0.011321,2.615686,0.270675,0.240777,1.086661,0.007440,0.161967,-34.821790,1.187685,0.087050,-0.030173,-0.112439,0.212775,-0.204079,-0.016351,-0.091432,-0.069356,0.103937,-0.040107,-0.064538,0.009007,0.002896,0.029811,0.014783,0.013907,0.005784,0.028265,0.001931,0.012061,0.015638,0.011407,0.003027,0.018584,0.046872,0.015551,0.567655,0.072546,0.034463,0.559701,0.006805,0.117868,3.009669,0.835228,0.665161,0.490351,0.423076,0.332846,0.323499,0.262884,0.231735,0.270283,0.327448,0.254023,0.248195,0.011931,0.002930,0.039013,0.020376,0.019387,0.008337,0.022464,0.002031,0.014440,0.018455,0.007870,0.004116,0.010614,Happy
0.069909,0.005133,2.865280,0.222111,0.240657,0.556075,0.010228,0.083521,-35.107405,1.536820,0.370810,0.344916,-0.206150,0.225485,0.260450,-0.094484,0.079898,-0.118551,-0.034843,0.020236,-0.007481,0.009749,0.002722,0.057384,0.004310,0.007179,0.003842,0.105426,0.002024,0.004183,0.011975,0.020853,0.003898,0.039371,0.045561,0.007360,0.222973,0.059752,0.030764,0.396603,0.009227,0.078090,2.476430,0.729989,0.625661,0.390688,0.389728,0.268694,0.227765,0.249468,0.248137,0.248634,0.234354,0.255979,0.249354,0.013654,0.005834,0.052794,0.005997,0.008866,0.004351,0.048791,0.006115,0.007326,0.012753,0.022388,0.004319,0.011454,Happy
0.043057,0.016507,2.373828,0.298978,0.230958,0.856469,0.016173,0.103833,-36.614231,0.736578,-0.124548,-0.145534,-0.283074,0.075294,-0.015201,-0.268777,-0.085478,-0.310613,-0.112883,-0.016342,0.008133,0.008188,0.001677,0.011696,0.010031,0.016533,0.017453,0.022362,0.001456,0.003903,0.004033,0.005552,0.005036,0.014316,0.037678,0.016156,0.593004,0.116607,0.061075,0.632427,0.020828,0.111884,3.568842,0.635211,0.459399,0.365348,0.288760,0.278952,0.256650,0.247145,0.228657,0.214273,0.240868,0.226307,0.215767,0.011616,0.001420,0.011454,0.014837,0.018189,0.024571,0.026234,0.001251,0.004860,0.003045,0.004762,0.005952,0.011589,Happy
0.043681,0.010566,2.724560,0.197343,0.231551,0.349399,0.014929,0.055283,-31.753035,2.055810,0.302127,0.285686,-0.123062,0.053127,0.114046,0.003943,0.114071,0.026913,-0.073474,-0.081393,-0.127768,0.009108,0.002994,0.045939,0.007150,0.011671,0.005661,0.131653,0.000773,0.004759,0.017741,0.015549,0.007834,0.045824,0.038868,0.010380,0.411241,0.059721,0.034498,0.394911,0.011208,0.082586,3.195925,0.844513,0.589319,0.436560,0.465323,0.315929,0.289770,0.194548,0.247019,0.236239,0.197022,0.238679,0.225255,0.012397,0.005371,0.039430,0.007923,0.015266,0.008231,0.066436,0.001083,0.006417,0.020290,0.015974,0.013720,0.017402,Happy
0.052336,0.010908,2.577239,0.190865,0.175959,0.920849,0.007896,0.171838,-35.911373,0.932640,-0.270946,-0.202236,-0.197236,0.006675,-0.028557,-0.189219,-0.166207,-0.133603,0.067791,0.047712,-0.051167,0.006336,0.004776,0.015657,0.009973,0.009598,0.014000,0.048669,0.004339,0.009984,0.007193,0.008511,0.003838,0.022656,0.039446,0.013814,0.294687,0.083108,0.051046,0.506768,0.008406,0.109935,3.130025,0.556580,0.572542,0.402212,0.375476,0.316336,0.297398,0.240088,0.292156,0.248922,0.302096,0.284262,0.233567,0.009049,0.009063,0.016398,0.010953,0.012461,0.021527,0.031740,0.007640,0.015839,0.007388,0.010202,0.006646,0.012456,Happy
0.062682,0.004877,2.732169,0.246968,0.235891,0.840197,0.005951,0.066216,-34.979564,1.615690,0.310353,0.056694,-0.107339,0.147275,0.160287,-0.016159,0.109654,-0.043315,0.011218,-0.004276,-0.041843,0.008804,0.003999,0.058033,0.017632,0.013664,0.011820,0.038617,0.001532,0.008326,0.012526,0.018230,0.007654,0.024676,0.037124,0.007319,0.507112,0.071881,0.033202,0.402292,0.003822,0.076350,2.928327,0.778758,0.637308,0.372248,0.447728,0.333310,0.265400,0.270510,0.289563,0.221274,0.177259,0.185618,0.169634,0.009605,0.006204,0.046848,0.024701,0.012163,0.012562,0.025273,0.002061,0.011319,0.009223,0.015973,0.012069,0.014469,Happy
